/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_07_584.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_07_584.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_07_584.jpg, 0, 0, 0, 7.990623E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_07_700.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_07_700.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_07_700.jpg, 0, 0, 0, 7.996443E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_07_815.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_07_815.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_07_815.jpg, 0, 0, 0, 7.957576E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_07_931.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_07_931.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_07_931.jpg, 0, 0, 0, 7.89175E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_08_047.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_08_047.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_08_047.jpg, 0, 0, 0, 7.980318E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_08_160.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_08_160.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_08_160.jpg, 0, 0, 0, 7.932338E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_08_277.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_08_277.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_08_277.jpg, 0, 0, 0, 7.787749E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_08_393.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_08_393.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_08_393.jpg, 0, 0, 0, 7.823479E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_08_507.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_08_507.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_08_507.jpg, 0, 0, 0, 7.897783E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_08_621.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_08_621.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_08_621.jpg, 0, 0, 0, 8.139311E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_08_736.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_08_736.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_08_736.jpg, 0, 0, 0, 7.797071E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_08_850.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_08_850.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_08_850.jpg, 0, 0, 0, 8.079113E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_08_962.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_08_962.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_08_962.jpg, 0, 0, 0, 7.891873E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_09_075.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_09_075.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_09_075.jpg, 0, 0, 0, 7.947998E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_09_186.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_09_186.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_09_186.jpg, 0, 0, 0, 8.103796E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_09_303.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_09_303.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_09_303.jpg, 0, 0, 0, 8.030097E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_09_421.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_09_421.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_09_421.jpg, 0, 0, 0, 8.105775E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_09_538.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_09_538.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_09_538.jpg, 0, 0, 0, 7.791325E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_09_649.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_09_649.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_09_649.jpg, 0, 0, 0, 8.226639E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_09_763.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_09_763.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_09_763.jpg, 0, 0, 0, 7.788391E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_09_880.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_09_880.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_09_880.jpg, 0, 0, 0, 7.841781E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_09_994.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_09_994.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_09_994.jpg, 0, 0, 0, 7.992629E-05
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_10_120.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_10_120.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_10_120.jpg, 0, 0.08175015, 0, 0.03708561
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_10_235.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_10_235.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_10_235.jpg, 0, 0.4055461, 0, 0.3407955
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_10_355.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_10_355.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_10_355.jpg, 0, 0.7676371, 0, 1.204501
/Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/center_2023_12_12_09_00_10_451.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/left_2023_12_12_09_00_10_451.jpg, /Users/tudorn/Documents/Facultate/Licenta/Behavioural Cloning/IMG/right_2023_12_12_09_00_10_451.jpg, -0.1530776, 1, 0, 2.490184
